Trip ID,Category,Trip Date,From Airport,To Airport,Distance Km,Unit,Nights,Employee Region
T-008730,Hotel,2026-04-01,,,,km,9,UK
T-008731,Hotel,2026-04-02,,,,km,4,India
T-008732,Hotel,2026-04-03,,,,km,3,India
T-008733,Ground,2026-04-04,,,103,km,,Singapore
T-008734,Flight,2026-04-05,SFO,DXB,7639,km,,UK
T-008735,Flight,2026-04-06,DXB,SIN,2638,km,,India
T-008736,Flight,2026-04-07,LHR,JFK,,km,,US
T-008737,Hotel,2026-04-08,,,,km,10,India
T-008738,Hotel,2026-04-09,,,,km,4,US
T-008739,Hotel,2026-04-10,,,,km,5,US
T-008740,Hotel,2026-04-11,,,,km,1,UK
T-008741,Flight,2026-04-12,SIN,LHR,520,km,,US
T-008742,Flight,2026-04-13,JFK,LHR,5591,km,,UK
T-008743,Flight,2026-04-14,BOM,SIN,1451,km,,UK
T-008744,Hotel,2026-04-15,,,,km,1,US
T-008745,Hotel,2026-04-16,,,,km,11,UAE
T-008746,Flight,2026-04-17,DXB,BLR,3457,km,,UK
T-008747,Ground,2026-04-18,,,35,km,,India
T-008748,Hotel,2026-04-19,,,,km,1,Singapore
T-008749,Hotel,2026-04-20,,,,km,3,India
T-008750,Ground,2026-04-21,,,17,km,,India
T-008751,Hotel,2026-04-22,,,,km,9,India
T-008752,Hotel,2026-04-23,,,,km,11,India
T-008753,Flight,2026-04-24,DEL,BLR,10282,km,,US
T-008754,Ground,2026-04-25,,,58,km,,Singapore
T-008755,Flight,2026-04-26,JFK,BOM,5424,km,,UK
T-008756,Flight,2026-04-27,JFK,LHR,,km,,India
T-008757,Hotel,2026-04-28,,,,km,10,UK
T-008758,Ground,2026-04-29,,,23,km,,US
T-008759,Hotel,2026-04-30,,,,km,6,US
T-008760,Ground,2026-05-01,,,49,km,,Singapore
T-008761,Hotel,2026-05-02,,,,km,3,UAE
T-008762,Ground,2026-05-03,,,73,km,,Singapore
T-008763,Flight,2026-05-04,SFO,DEL,4119,km,,UK
T-008764,Ground,2026-05-05,,,38,km,,UK
T-008765,Ground,2026-05-06,,,36,km,,US
T-008766,Flight,2026-05-07,BLR,SIN,2174,km,,US
T-008767,Flight,2026-05-08,LHR,SFO,4600,km,,UAE
T-008768,Flight,2026-05-09,SFO,DXB,,km,,US
T-008769,Hotel,2026-05-10,,,,km,1,US
T-008770,Ground,2026-05-11,,,100,km,,UK
T-008771,Hotel,2026-05-12,,,,km,2,UAE
T-008772,Hotel,2026-05-13,,,,km,10,UAE
T-008773,Hotel,2026-05-14,,,,km,7,Singapore
T-008774,Hotel,2026-05-15,,,,km,4,US
T-008775,Hotel,2026-05-16,,,,km,6,UK
T-008776,Ground,2026-05-17,,,16,km,,UAE
T-008777,Hotel,2026-05-18,,,,km,8,US
T-008778,Flight,2026-05-19,JFK,SIN,7640,km,,Singapore
T-008779,Ground,2026-05-20,,,129,km,,India
T-008780,Ground,2026-05-21,,,55,km,,UAE
T-008781,Ground,2026-05-22,,,28,km,,US
T-008782,Ground,2026-05-23,,,11,km,,Singapore
T-008783,Hotel,2026-05-24,,,,km,12,UK
T-008784,Ground,2026-05-25,,,164,km,,US
T-008785,Hotel,2026-05-26,,,,km,4,Singapore
T-008786,Hotel,2026-05-27,,,,km,8,UK
T-008787,Hotel,2026-05-28,,,,km,3,UK
T-008788,Ground,2026-05-29,,,47,km,,Singapore
T-008789,Ground,2026-05-30,,,70,km,,UAE
T-008790,Ground,2026-05-31,,,101,km,,UAE
T-008791,Flight,2026-06-01,DEL,BLR,12186,km,,UAE
T-008792,Hotel,2026-06-02,,,,km,12,India
T-008793,Hotel,2026-06-03,,,,km,8,UK
T-008794,Ground,2026-06-04,,,12,km,,UAE
T-008795,Flight,2026-06-05,LHR,DEL,10048,km,,India
T-008796,Flight,2026-06-06,SFO,SIN,,km,,US
T-008797,Flight,2026-06-07,JFK,BLR,4489,km,,UAE
T-008798,Flight,2026-06-08,DEL,LHR,12270,km,,India
T-008799,Flight,2026-06-09,SIN,BOM,7503,km,,India
T-008800,Hotel,2026-06-10,,,,km,5,UAE
T-008801,Ground,2026-06-11,,,98,km,,US
T-008802,Ground,2026-06-12,,,111,km,,Singapore
T-008803,Flight,2026-06-13,SFO,BLR,3613,km,,UAE
T-008804,Hotel,2026-06-14,,,,km,5,Singapore
T-008805,Ground,2026-06-15,,,162,km,,India
T-008806,Ground,2026-06-16,,,150,km,,UK
T-008807,Flight,2026-06-17,SFO,DEL,6340,km,,UAE
T-008808,Hotel,2026-06-18,,,,km,3,US
T-008809,Hotel,2026-06-19,,,,km,2,US
T-008810,Flight,2026-06-20,SFO,BOM,4100,km,,India
T-008811,Flight,2026-06-21,BLR,BOM,3192,km,,US
T-008812,Hotel,2026-06-22,,,,km,1,India
T-008813,Hotel,2026-06-23,,,,km,10,UAE
T-008814,Flight,2026-06-24,SIN,LHR,8899,km,,US
T-008815,Ground,2026-06-25,,,173,km,,US
T-008816,Hotel,2026-06-26,,,,km,9,UAE
T-008817,Hotel,2026-06-27,,,,km,2,India
T-008818,Ground,2026-06-28,,,126,km,,Singapore
T-008819,Flight,2026-06-29,SIN,DEL,4090,km,,India
T-008820,Ground,2026-01-01,,,104,km,,Singapore
T-008821,Hotel,2026-01-02,,,,km,8,UAE
T-008822,Ground,2026-01-03,,,169,km,,India
T-008823,Flight,2026-01-04,DXB,SFO,5932,km,,UAE
T-008824,Ground,2026-01-05,,,142,km,,UAE
T-008825,Flight,2026-01-06,JFK,BOM,8035,km,,India
T-008826,Hotel,2026-01-07,,,,km,11,India
T-008827,Ground,2026-01-08,,,121,km,,Singapore
T-008828,Hotel,2026-01-09,,,,km,9,Singapore
T-008829,Hotel,2026-01-10,,,,km,11,US
T-008830,Ground,2026-01-11,,,104,km,,Singapore
T-008831,Flight,2026-01-12,LHR,BOM,1850,km,,US
T-008832,Ground,2026-01-13,,,143,km,,UK
T-008833,Hotel,2026-01-14,,,,km,10,UK
T-008834,Hotel,2026-01-15,,,,km,4,UAE
T-008835,Ground,2026-01-16,,,61,km,,US
T-008836,Ground,2026-01-17,,,79,km,,India
T-008837,Flight,2026-01-18,DEL,BOM,3687,km,,Singapore
T-008838,Hotel,2026-01-19,,,,km,8,US
T-008839,Hotel,2026-01-20,,,,km,8,UAE
T-008840,Ground,2026-01-21,,,169,km,,UK
T-008841,Ground,2026-01-22,,,147,km,,Singapore
T-008842,Ground,2026-01-23,,,60,km,,UK
T-008843,Flight,2026-01-24,SFO,LHR,6180,km,,UK
T-008844,Flight,2026-01-25,DXB,DEL,,km,,India
T-008845,Ground,2026-01-26,,,23,km,,Singapore
T-008846,Ground,2026-01-27,,,93,km,,UK
T-008847,Flight,2026-01-28,SIN,LHR,11746,km,,UAE
T-008848,Ground,2026-01-29,,,151,km,,UAE
T-008849,Ground,2026-01-30,,,62,km,,India
T-008850,Ground,2026-01-31,,,135,km,,UK
T-008851,Hotel,2026-02-01,,,,km,7,US
T-008852,Ground,2026-02-02,,,19,km,,UK
T-008853,Hotel,2026-02-03,,,,km,8,UAE
T-008854,Ground,2026-02-04,,,165,km,,India
T-008855,Ground,2026-02-05,,,84,km,,Singapore
T-008856,Ground,2026-02-06,,,92,km,,UAE
T-008857,Flight,2026-02-07,XXXINVALID,BOM,8705,km,,US
T-008858,Ground,2026-02-08,,,44,km,,India
T-008859,Flight,2026-02-09,SIN,BOM,434,km,,UK
T-008860,Flight,2026-02-10,JFK,BOM,,km,,Singapore
T-008861,Flight,2026-02-11,JFK,SIN,1663,km,,India
T-008862,Flight,2026-02-12,LHR,SFO,7798,km,,India
T-008863,Ground,2026-02-13,,,107,km,,India
T-008864,Ground,2026-02-14,,,136,km,,UAE
T-008865,Flight,2026-02-15,SIN,BLR,9510,km,,Singapore
T-008866,Hotel,2026-02-16,,,,km,2,UAE
T-008867,Ground,2026-02-17,,,141,km,,US
T-008868,Ground,2026-02-18,,,140,km,,Singapore
T-008869,Ground,2026-02-19,,,111,km,,India
T-008870,Hotel,2026-02-20,,,,km,12,US
T-008871,Hotel,2026-02-21,,,,km,6,India
T-008872,Hotel,2026-02-22,,,,km,10,US
T-008873,Hotel,2026-02-23,,,,km,1,India
T-008874,Hotel,2026-02-24,,,,km,7,US
T-008875,Hotel,2026-02-25,,,,km,9,US
T-008876,Ground,2026-02-26,,,157,km,,Singapore
T-008877,Ground,2026-02-27,,,153,km,,UAE
T-008878,Hotel,2026-02-28,,,,km,10,UK
T-008879,Ground,2026-03-01,,,101,km,,UAE
T-008880,Hotel,2026-03-02,,,,km,3,UAE
T-008881,Hotel,2026-03-03,,,,km,9,UAE
T-008882,Hotel,2026-03-04,,,,km,5,Singapore
T-008883,Hotel,2026-03-05,,,,km,4,India
T-008884,Hotel,2026-03-06,,,,km,2,UAE
T-008885,Ground,2026-03-07,,,70,km,,India
T-008886,Hotel,2026-03-08,,,,km,7,Singapore
T-008887,Hotel,2026-03-09,,,,km,5,Singapore
T-008888,Hotel,2026-03-10,,,,km,2,UAE
T-008889,Hotel,2026-03-11,,,,km,2,US
T-008890,Flight,2026-03-12,SFO,DXB,3822,km,,US
T-008891,Ground,2026-03-13,,,72,km,,Singapore
T-008892,Hotel,2026-03-14,,,,km,6,Singapore
T-008893,Ground,2026-03-15,,,46,km,,US
T-008894,Hotel,2026-03-16,,,,km,3,UAE
T-008895,Ground,2026-03-17,,,125,km,,US
T-008896,Flight,2026-03-18,SIN,BOM,,km,,Singapore
T-008897,Hotel,2026-03-19,,,,km,8,UK
T-008898,Flight,2026-03-20,DXB,JFK,3621,km,,US
T-008899,Flight,2026-03-21,BOM,DXB,8360,km,,India
T-008900,Ground,2026-03-22,,,64,km,,Singapore
T-008901,Ground,2026-03-23,,,157,km,,India
T-008902,Ground,2026-03-24,,,85,km,,India
T-008903,Ground,2026-03-25,,,27,km,,UK
T-008904,Hotel,2026-03-26,,,,km,7,UK
T-008905,Hotel,2026-03-27,,,,km,12,UK
T-008906,Flight,2026-03-28,BOM,BLR,12104,km,,Singapore
T-008907,Flight,2026-03-29,BOM,LHR,10869,km,,US
T-008908,Ground,2026-03-30,,,160,km,,UK
T-008909,Flight,2026-03-31,SIN,DXB,9089,km,,India
T-008910,Flight,2026-04-01,LHR,SIN,3718,km,,UAE
T-008911,Flight,2026-04-02,BLR,BOM,1555,km,,India
T-008912,Hotel,2026-04-03,,,,km,7,UAE
T-008913,Hotel,2026-04-04,,,,km,5,UAE
T-008914,Flight,2026-04-05,LHR,SFO,10340,km,,India
T-008915,Hotel,2026-04-06,,,,km,3,India
T-008916,Flight,2026-04-07,JFK,SFO,,km,,US
T-008917,Ground,2026-04-08,,,108,km,,India
T-008918,Flight,2026-04-09,BOM,JFK,1237,km,,UK
T-008919,Ground,2026-04-10,,,132,km,,UAE
T-008920,Ground,2026-04-11,,,94,km,,UK
T-008921,Flight,2026-04-12,SIN,BLR,8695,km,,India
T-008922,Flight,2026-04-13,DXB,BLR,4851,km,,UK
T-008923,Flight,2026-04-14,BLR,SFO,1277,km,,US
T-008924,Flight,2026-04-15,LHR,JFK,,km,,Singapore
T-008925,Ground,2026-04-16,,,45,km,,UK
T-008926,Flight,2026-04-17,SFO,SIN,12253,km,,UK
T-008927,Ground,2026-04-18,,,8,km,,Singapore
T-008928,Flight,2026-04-19,BLR,DXB,,km,,UAE
T-008929,Flight,2026-04-20,DEL,BLR,759,km,,Singapore
T-008930,Ground,2026-04-21,,,79,km,,India
T-008931,Ground,2026-04-22,,,143,km,,US
T-008932,Ground,2026-04-23,,,149,km,,India
T-008933,Ground,2026-04-24,,,177,km,,UK
T-008934,Ground,2026-04-25,,,177,km,,UK
T-008935,Flight,2026-04-26,DEL,LHR,3575,km,,Singapore
T-008936,Ground,2026-04-27,,,112,km,,UK
T-008937,Flight,2026-04-28,LHR,JFK,3231,km,,India
T-008938,Ground,2026-04-29,,,27,km,,Singapore
T-008939,Hotel,2026-04-30,,,,km,12,UK
T-008940,Hotel,2026-05-01,,,,km,12,UAE
T-008941,Ground,2026-05-02,,,132,km,,US
T-008942,Ground,2026-05-03,,,161,km,,US
T-008943,Hotel,2026-05-04,,,,km,1,UAE
T-008944,Ground,2026-05-05,,,4,km,,Singapore
T-008945,Flight,2026-05-06,BLR,LHR,4836,km,,India
T-008946,Flight,2026-05-07,BLR,DEL,4457,km,,Singapore
T-008947,Ground,2026-05-08,,,72,km,,US
T-008948,Ground,2026-05-09,,,31,km,,India
T-008949,Hotel,2026-05-10,,,,km,12,US
T-008950,Flight,2026-05-11,JFK,DEL,7004,km,,UAE
T-008951,Hotel,2026-05-12,,,,km,1,Singapore
T-008952,Hotel,2026-05-13,,,,km,3,Singapore
T-008953,Hotel,2026-05-14,,,,km,11,Singapore
T-008954,Flight,2026-05-15,DEL,SIN,9577,km,,India
T-008955,Flight,2026-05-16,SFO,SIN,7248,km,,UAE
T-008956,Ground,2026-05-17,,,16,km,,UK
T-008957,Hotel,2026-05-18,,,,km,5,Singapore
T-008958,Hotel,2026-05-19,,,,km,5,UAE
T-008959,Flight,2026-05-20,SIN,SFO,2695,km,,Singapore
T-008960,Hotel,2026-05-21,,,,km,7,India
T-008961,Ground,2026-05-22,,,166,km,,UAE
T-008962,Flight,2026-05-23,BOM,JFK,12252,km,,Singapore
T-008963,Flight,2026-05-24,SIN,DXB,7164,km,,Singapore
T-008964,Ground,2026-05-25,,,139,km,,Singapore
T-008965,Flight,2026-05-26,LHR,DEL,3154,km,,India
T-008966,Hotel,2026-05-27,,,,km,11,US
T-008967,Hotel,2026-05-28,,,,km,8,US
T-008968,Flight,2026-05-29,DEL,JFK,,km,,Singapore
T-008969,Ground,2026-05-30,,,79,km,,Singapore
T-008970,Flight,2026-05-31,SFO,LHR,5001,km,,UK
T-008971,Hotel,2026-06-01,,,,km,5,US
T-008972,Ground,2026-06-02,,,136,km,,Singapore
T-008973,Ground,2026-06-03,,,111,km,,UAE
T-008974,Ground,2026-06-04,,,99,km,,US
T-008975,Hotel,2026-06-05,,,,km,7,UAE
T-008976,Flight,2026-06-06,DXB,LHR,,km,,Singapore
T-008977,Hotel,2026-06-07,,,,km,2,US
T-008978,Flight,2026-06-08,JFK,SIN,7387,km,,Singapore
T-008979,Hotel,2026-06-09,,,,km,11,US
T-008980,Flight,2026-06-10,BLR,BOM,,km,,UAE
T-008981,Flight,2026-06-11,DEL,BLR,2764,km,,US
T-008982,Ground,2026-06-12,,,74,km,,India
T-008983,Hotel,2026-06-13,,,,km,4,Singapore
T-008984,Ground,2026-06-14,,,149,km,,US
T-008985,Flight,2026-06-15,DEL,SFO,6832,km,,India
T-008986,Hotel,2026-06-16,,,,km,10,Singapore
T-008987,Ground,2026-06-17,,,174,km,,UK
T-008988,Hotel,2026-06-18,,,,km,3,Singapore
T-008989,Hotel,2026-06-19,,,,km,5,US
T-008990,Ground,2026-06-20,,,96,km,,UK
T-008991,Hotel,2026-06-21,,,,km,4,India
T-008992,Ground,2026-06-22,,,39,km,,US
T-008993,Flight,2026-06-23,BLR,DXB,8993,km,,India
T-008994,Ground,2026-06-24,,,96,km,,US
T-008995,Flight,2026-06-25,DXB,BLR,1513,km,,India
T-008996,Hotel,2026-06-26,,,,km,4,UK
T-008997,Ground,2026-06-27,,,123,km,,UK
T-008998,Hotel,2026-06-28,,,,km,6,UK
T-008999,Ground,2026-06-29,,,159,km,,India
T-009000,Hotel,2026-01-01,,,,km,1,Singapore
T-009001,Ground,2026-01-02,,,124,km,,UK
T-009002,Hotel,2026-01-03,,,,km,9,UK
T-009003,Hotel,2026-01-04,,,,km,4,US
T-009004,Flight,2026-01-05,DEL,DXB,,km,,UAE
T-009005,Hotel,2026-01-06,,,,km,6,India
T-009006,Hotel,2026-01-07,,,,km,1,UAE
T-009007,Flight,2026-01-08,SFO,DXB,2039,km,,UAE
T-009008,Flight,2026-01-09,DEL,BOM,,km,,India
T-009009,Flight,2026-01-10,DEL,JFK,4848,km,,Singapore
T-009010,Hotel,2026-01-11,,,,km,5,UK
T-009011,Flight,2026-01-12,DXB,BOM,6045,km,,Singapore
T-009012,Hotel,2026-01-13,,,,km,7,US
T-009013,Hotel,2026-01-14,,,,km,6,UAE
T-009014,Hotel,2026-01-15,,,,km,5,UAE
T-009015,Hotel,2026-01-16,,,,km,12,India
T-009016,Flight,2026-01-17,BLR,DXB,,km,,UK
T-009017,Ground,2026-01-18,,,138,km,,Singapore
T-009018,Flight,2026-01-19,SIN,SFO,3806,km,,Singapore
T-009019,Ground,2026-01-20,,,129,km,,US
T-009020,Ground,2026-01-21,,,120,km,,UK
T-009021,Ground,2026-01-22,,,93,km,,UK
T-009022,Hotel,2026-01-23,,,,km,10,US
T-009023,Flight,2026-01-24,SIN,DXB,10978,km,,India
T-009024,Ground,2026-01-25,,,7,km,,UAE
T-009025,Flight,2026-01-26,DXB,LHR,8339,km,,US
T-009026,Hotel,2026-01-27,,,,km,4,US
T-009027,Hotel,2026-01-28,,,,km,4,UAE
T-009028,Hotel,2026-01-29,,,,km,3,Singapore
T-009029,Hotel,2026-01-30,,,,km,10,UAE
T-009030,Hotel,2026-01-31,,,,km,9,UAE
T-009031,Flight,2026-02-01,SFO,BLR,7471,km,,UK
T-009032,Hotel,2026-02-02,,,,km,2,UAE
T-009033,Hotel,2026-02-03,,,,km,7,UAE
T-009034,Hotel,2026-02-04,,,,km,9,India
T-009035,Hotel,2026-02-05,,,,km,7,UK
T-009036,Hotel,2026-02-06,,,,km,1,Singapore
T-009037,Ground,2026-02-07,,,173,km,,UK
T-009038,Flight,2026-02-08,BLR,DEL,6945,km,,India
T-009039,Ground,2026-02-09,,,37,km,,India
T-009040,Ground,2026-02-10,,,17,km,,UAE
T-009041,Ground,2026-02-11,,,35,km,,US
T-009042,Flight,2026-02-12,SIN,DXB,8386,km,,Singapore
T-009043,Ground,2026-02-13,,,169,km,,India
T-009044,Flight,2026-02-14,SIN,LHR,,km,,Singapore
T-009045,Flight,2026-02-15,JFK,LHR,9034,km,,UK
T-009046,Ground,2026-02-16,,,29,km,,UAE
T-009047,Flight,2026-02-17,DEL,JFK,6840,km,,India
T-009048,Ground,2026-02-18,,,163,km,,UAE
T-009049,Flight,2026-02-19,BLR,SIN,10592,km,,India
T-009050,Hotel,2026-02-20,,,,km,4,Singapore
T-009051,Hotel,2026-02-21,,,,km,5,UK
T-009052,Hotel,2026-02-22,,,,km,12,Singapore
T-009053,Hotel,2026-02-23,,,,km,11,UK
T-009054,Flight,2026-02-24,BLR,SIN,2423,km,,UK
T-009055,Ground,2026-02-25,,,153,km,,US
T-009056,Hotel,2026-02-26,,,,km,3,India
T-009057,Hotel,2026-02-27,,,,km,1,India
T-009058,Ground,2026-02-28,,,18,km,,UK
T-009059,Flight,2026-03-01,LHR,BOM,11304,km,,India
T-009060,Flight,2026-03-02,BLR,JFK,,km,,UAE
T-009061,Flight,2026-03-03,SFO,BLR,7012,km,,UK
T-009062,Flight,2026-03-04,LHR,DXB,9693,km,,Singapore
T-009063,Hotel,2026-03-05,,,,km,3,US
T-009064,Ground,2026-03-06,,,133,km,,UK
T-009065,Ground,2026-03-07,,,81,km,,UK
T-009066,Hotel,2026-03-08,,,,km,8,US
T-009067,Hotel,2026-03-09,,,,km,4,Singapore
T-009068,Hotel,2026-03-10,,,,km,5,India
T-009069,Hotel,2026-03-11,,,,km,9,UK
T-009070,Hotel,2026-03-12,,,,km,7,UK
T-009071,Hotel,2026-03-13,,,,km,6,US
T-009072,Hotel,2026-03-14,,,,km,7,US
T-009073,Flight,2026-03-15,BOM,SFO,8674,km,,UK
T-009074,Ground,2026-03-16,,,133,km,,UAE
T-009075,Hotel,2026-03-17,,,,km,6,UAE
T-009076,Hotel,2026-03-18,,,,km,12,UK
T-009077,Flight,2026-03-19,BOM,JFK,12141,km,,India
T-009078,Flight,2026-03-20,BLR,SFO,7724,km,,UAE
T-009079,Flight,2026-03-21,LHR,BOM,12362,km,,UAE
T-009080,Flight,2026-03-22,SIN,BLR,,km,,India
T-009081,Ground,2026-03-23,,,175,km,,Singapore
T-009082,Hotel,2026-03-24,,,,km,11,India
T-009083,Flight,2026-03-25,BLR,BOM,7589,km,,Singapore
T-009084,Flight,2026-03-26,DXB,JFK,,km,,India
T-009085,Ground,2026-03-27,,,85,km,,UAE
T-009086,Ground,2026-03-28,,,143,km,,US
T-009087,Ground,2026-03-29,,,159,km,,US
T-009088,Flight,2026-03-30,LHR,JFK,,km,,US
T-009089,Flight,2026-03-31,SIN,LHR,12264,km,,India
T-009090,Ground,2026-04-01,,,50,km,,US
T-009091,Flight,2026-04-02,SFO,BLR,4883,km,,US
T-009092,Hotel,2026-04-03,,,,km,3,India
T-009093,Flight,2026-04-04,DXB,JFK,4598,km,,Singapore
T-009094,Ground,2026-04-05,,,27,km,,Singapore
T-009095,Flight,2026-04-06,DXB,LHR,3912,km,,UAE
T-009096,Ground,2026-04-07,,,19,km,,UK
T-009097,Hotel,2026-04-08,,,,km,6,Singapore
T-009098,Ground,2026-04-09,,,89,km,,UK
T-009099,Hotel,2026-04-10,,,,km,4,India
T-009100,Flight,2026-04-11,BOM,DEL,,km,,India
T-009101,Flight,2026-04-12,LHR,SFO,2301,km,,US
T-009102,Ground,2026-04-13,,,125,km,,UK
T-009103,Ground,2026-04-14,,,41,km,,Singapore
T-009104,Ground,2026-04-15,,,114,km,,India
T-009105,Ground,2026-04-16,,,156,km,,UK
T-009106,Hotel,2026-04-17,,,,km,8,US
T-009107,Ground,2026-04-18,,,132,km,,UAE
T-009108,Hotel,2026-04-19,,,,km,5,UK
T-009109,Flight,2026-04-20,SFO,DEL,2573,km,,UAE
T-009110,Ground,2026-04-21,,,150,km,,UK
T-009111,Hotel,2026-04-22,,,,km,8,US
T-009112,Hotel,2026-04-23,,,,km,11,UAE
T-009113,Ground,2026-04-24,,,116,km,,UK
T-009114,Flight,2026-04-25,DXB,LHR,7777,km,,UAE
T-009115,Flight,2026-04-26,BOM,DEL,2164,km,,UK
T-009116,Hotel,2026-04-27,,,,km,9,US
T-009117,Flight,2026-04-28,DEL,BLR,5356,km,,Singapore
T-009118,Hotel,2026-04-29,,,,km,11,UAE
T-009119,Hotel,2026-04-30,,,,km,6,Singapore
T-009120,Flight,2026-05-01,LHR,DXB,,km,,UK
T-009121,Hotel,2026-05-02,,,,km,2,UAE
T-009122,Flight,2026-05-03,SFO,LHR,4108,km,,Singapore
T-009123,Hotel,2026-05-04,,,,km,3,India
T-009124,Ground,2026-05-05,,,119,km,,UK
T-009125,Hotel,2026-05-06,,,,km,1,Singapore
T-009126,Hotel,2026-05-07,,,,km,10,Singapore
T-009127,Hotel,2026-05-08,,,,km,5,Singapore
T-009128,Hotel,2026-05-09,,,,km,4,India
T-009129,Flight,2026-05-10,SIN,DXB,1774,km,,UK
T-009130,Hotel,2026-05-11,,,,km,2,UAE
T-009131,Flight,2026-05-12,LHR,BOM,9986,km,,UAE
T-009132,Ground,2026-05-13,,,161,km,,Singapore
T-009133,Ground,2026-05-14,,,113,km,,UAE
T-009134,Ground,2026-05-15,,,168,km,,UAE
T-009135,Flight,2026-05-16,DXB,LHR,12173,km,,US
T-009136,Flight,2026-05-17,LHR,SIN,,km,,UAE
T-009137,Ground,2026-05-18,,,118,km,,UK
T-009138,Flight,2026-05-19,DXB,SFO,7804,km,,India
T-009139,Hotel,2026-05-20,,,,km,12,India
T-009140,Ground,2026-05-21,,,3,km,,UAE
T-009141,Flight,2026-05-22,LHR,DEL,547,km,,India
T-009142,Ground,2026-05-23,,,54,km,,UAE
T-009143,Flight,2026-05-24,BOM,BLR,4500,km,,UK
T-009144,Flight,2026-05-25,DXB,SIN,,km,,Singapore
T-009145,Flight,2026-05-26,BOM,LHR,5758,km,,US
T-009146,Hotel,2026-05-27,,,,km,1,UAE
T-009147,Hotel,2026-05-28,,,,km,8,Singapore
T-009148,Flight,2026-05-29,DXB,BOM,,km,,India
T-009149,Flight,2026-05-30,LHR,DXB,659,km,,Singapore
T-009150,Flight,2026-05-31,SIN,BLR,9826,km,,UAE
T-009151,Hotel,2026-06-01,,,,km,5,UAE
T-009152,Flight,2026-06-02,JFK,SIN,,km,,US
T-009153,Ground,2026-06-03,,,161,km,,Singapore
T-009154,Ground,2026-06-04,,,146,km,,UAE
T-009155,Ground,2026-06-05,,,46,km,,UAE
T-009156,Hotel,2026-06-06,,,,km,3,UAE
T-009157,Hotel,2026-06-07,,,,km,10,US
T-009158,Hotel,2026-06-08,,,,km,4,UK
T-009159,Ground,2026-06-09,,,65,km,,UAE
T-009160,Ground,2026-06-10,,,5,km,,US
T-009161,Ground,2026-06-11,,,138,km,,India
T-009162,Flight,2026-06-12,LHR,BLR,2133,km,,US
T-009163,Ground,2026-06-13,,,36,km,,UK
T-009164,Hotel,2026-06-14,,,,km,3,UAE
T-009165,Ground,2026-06-15,,,161,km,,UAE
T-009166,Flight,2026-06-16,LHR,BOM,10573,km,,US
T-009167,Hotel,2026-06-17,,,,km,2,UK
T-009168,Ground,2026-06-18,,,134,km,,US
T-009169,Hotel,2026-06-19,,,,km,3,India
T-009170,Hotel,2026-06-20,,,,km,3,India
T-009171,Hotel,2026-06-21,,,,km,11,UK
T-009172,Hotel,2026-06-22,,,,km,2,Singapore
T-009173,Hotel,2026-06-23,,,,km,5,US
T-009174,Ground,2026-06-24,,,100,km,,UK
T-009175,Hotel,2026-06-25,,,,km,9,UAE
T-009176,Flight,2026-06-26,BOM,BLR,,km,,US
T-009177,Hotel,2026-06-27,,,,km,3,Singapore
T-009178,Hotel,2026-06-28,,,,km,9,UAE
T-009179,Ground,2026-06-29,,,91,km,,US
T-009180,Flight,2026-01-01,SFO,LHR,,km,,US
T-009181,Flight,2026-01-02,JFK,SIN,4140,km,,UK
T-009182,Flight,2026-01-03,BOM,DEL,8278,km,,UAE
T-009183,Ground,2026-01-04,,,25,km,,India
T-009184,Hotel,2026-01-05,,,,km,12,UK
T-009185,Hotel,2026-01-06,,,,km,10,India
T-009186,Hotel,2026-01-07,,,,km,4,UAE
T-009187,Hotel,2026-01-08,,,,km,8,UAE
T-009188,Ground,2026-01-09,,,140,km,,UK
T-009189,Ground,2026-01-10,,,145,km,,Singapore
T-009190,Ground,2026-01-11,,,167,km,,US
T-009191,Hotel,2026-01-12,,,,km,8,UAE
T-009192,Ground,2026-01-13,,,123,km,,US
T-009193,Flight,2026-01-14,DEL,SIN,11532,km,,US
T-009194,Ground,2026-01-15,,,27,km,,UK
T-009195,Hotel,2026-01-16,,,,km,3,UAE
T-009196,Flight,2026-01-17,JFK,BOM,,km,,India
T-009197,Flight,2026-01-18,SIN,LHR,2008,km,,UK
T-009198,Hotel,2026-01-19,,,,km,9,Singapore
T-009199,Flight,2026-01-20,SFO,DEL,3532,km,,UAE
T-009200,Ground,2026-01-21,,,171,km,,UAE
T-009201,Flight,2026-01-22,DXB,SIN,8461,km,,UK
T-009202,Hotel,2026-01-23,,,,km,4,US
T-009203,Ground,2026-01-24,,,166,km,,India
T-009204,Ground,2026-01-25,,,14,km,,US
T-009205,Ground,2026-01-26,,,72,km,,UAE
T-009206,Hotel,2026-01-27,,,,km,5,India
T-009207,Ground,2026-01-28,,,114,km,,US
T-009208,Flight,2026-01-29,DEL,BOM,,km,,UK
T-009209,Hotel,2026-01-30,,,,km,9,India
T-009210,Ground,2026-01-31,,,160,km,,UK
T-009211,Flight,2026-02-01,JFK,SFO,11358,km,,UAE
T-009212,Ground,2026-02-02,,,9,km,,UAE
T-009213,Hotel,2026-02-03,,,,km,9,US
T-009214,Flight,2026-02-04,BLR,SFO,677,km,,Singapore
T-009215,Ground,2026-02-05,,,101,km,,US
T-009216,Flight,2026-02-06,SFO,JFK,,km,,UAE
T-009217,Ground,2026-02-07,,,156,km,,UK
