Werk,Buchungsdatum,Material Document,Kraftstoff,Menge,Einheit,Cost Center,Vendor
PLT-IN-02,2026/04/11,4900007300,Natural Gas,60144,therm,OPS-4983,Metro Industrial Fuels
PLT-DE-01,04-12-2026,4900007301,Natural Gas,70681,ltr,OPS-5925,Northstar Energy
PLT-DE-01,13.04.2026,4900007302,LPG,30287,Liters,OPS-4843,Northstar Energy
PLT-SG-05,2026/04/14,4900007303,Diesel,44511,therm,OPS-4659,Delhi Gas Utility
PLT-DE-01,04-15-2026,4900007304,BioFuel-X,67410,L,OPS-6036,ACME Fuels GmbH
PLT-IN-02,16.04.2026,4900007305,LPG,3554,therm,OPS-5213,Northstar Energy
PLT-UK-04,2026/04/17,4900007306,LPG,2373,ltr,OPS-5172,Northstar Energy
PLT-US-03,04-18-2026,4900007307,Natural Gas,59665,ltr,OPS-5136,ACME Fuels GmbH
PLT-SG-05,19.04.2026,4900007308,Diesel,36995,ltr,OPS-4125,Delhi Gas Utility
PLT-DE-01,2026/04/20,4900007309,LPG,24465,ltr,OPS-5766,Metro Industrial Fuels
PLT-DE-01,04-21-2026,4900007310,BioFuel-X,61478,gal,OPS-5728,Metro Industrial Fuels
PLT-UK-04,22.04.2026,4900007311,Natural Gas,33736,therm,OPS-4211,ACME Fuels GmbH
PLT-US-03,2026/04/23,4900007312,Diesel,10466,L,OPS-6258,Delhi Gas Utility
PLT-IN-02,04-24-2026,4900007313,BioFuel-X,66804,Liters,OPS-6284,Delhi Gas Utility
PLT-DE-01,25.04.2026,4900007314,LPG,51729,L,OPS-5830,Metro Industrial Fuels
PLT-US-03,2026/04/26,4900007315,Natural Gas,62398,gal,OPS-4771,Northstar Energy
PLT-US-03,04-27-2026,4900007316,Natural Gas,18723,ltr,OPS-6422,Delhi Gas Utility
PLT-US-03,28.04.2026,4900007317,Natural Gas,17046,ltr,OPS-5474,Metro Industrial Fuels
PLT-IN-02,2026/04/29,4900007318,BioFuel-X,62557,therm,OPS-5868,Northstar Energy
PLT-US-03,04-30-2026,4900007319,Diesel,47512,therm,OPS-4675,ACME Fuels GmbH
PLT-US-03,01.05.2026,4900007320,Natural Gas,68360,gal,OPS-4381,ACME Fuels GmbH
PLT-US-03,2026/05/02,4900007321,BioFuel-X,37008,gal,OPS-4142,Delhi Gas Utility
PLT-SG-05,05-03-2026,4900007322,Natural Gas,49655,ltr,OPS-6385,Metro Industrial Fuels
PLT-SG-05,04.05.2026,4900007323,LPG,70072,therm,OPS-5219,Delhi Gas Utility
PLT-UK-04,2026/05/05,4900007324,Petrol,2122,Liters,OPS-6818,Delhi Gas Utility
PLT-SG-05,05-06-2026,4900007325,Petrol,48350,gal,OPS-5831,Metro Industrial Fuels
PLT-SG-05,07.05.2026,4900007326,Natural Gas,7387,therm,OPS-6795,Delhi Gas Utility
PLT-IN-02,2026/05/08,4900007327,Natural Gas,69023,Liters,OPS-6642,ACME Fuels GmbH
PLT-US-03,05-09-2026,4900007328,BioFuel-X,19738,Liters,OPS-4332,Metro Industrial Fuels
PLT-US-03,10.05.2026,4900007329,BioFuel-X,62204,gal,OPS-5823,Metro Industrial Fuels
PLT-SG-05,2026/05/11,4900007330,LPG,68907,L,OPS-6116,Metro Industrial Fuels
PLT-DE-01,05-12-2026,4900007331,Natural Gas,28263,therm,OPS-6351,Northstar Energy
PLT-SG-05,13.05.2026,4900007332,Natural Gas,38136,Liters,OPS-6884,ACME Fuels GmbH
PLT-US-03,2026/05/14,4900007333,BioFuel-X,15092,gal,OPS-4708,Delhi Gas Utility
PLT-DE-01,05-15-2026,4900007334,LPG,43590,L,OPS-5150,Metro Industrial Fuels
PLT-UK-04,16.05.2026,4900007335,LPG,28068,therm,OPS-5730,Delhi Gas Utility
PLT-SG-05,2026/05/17,4900007336,LPG,52613,ltr,OPS-5552,Northstar Energy
PLT-SG-05,05-18-2026,4900007337,BioFuel-X,38330,gal,OPS-6781,Metro Industrial Fuels
PLT-UK-04,19.05.2026,4900007338,LPG,74786,L,OPS-6568,Delhi Gas Utility
PLT-DE-01,2026/05/20,4900007339,LPG,17763,L,OPS-6941,ACME Fuels GmbH
PLT-DE-01,05-21-2026,4900007340,Petrol,3096,L,OPS-4728,Metro Industrial Fuels
PLT-DE-01,22.05.2026,4900007341,BioFuel-X,54604,gal,OPS-4746,Northstar Energy
PLT-UK-04,2026/05/23,4900007342,Petrol,11296,Liters,OPS-6400,Northstar Energy
PLT-SG-05,05-24-2026,4900007343,Diesel,14163,Liters,OPS-6314,Metro Industrial Fuels
PLT-DE-01,25.05.2026,4900007344,LPG,58416,L,OPS-4032,ACME Fuels GmbH
PLT-SG-05,2026/05/26,4900007345,BioFuel-X,34806,Liters,OPS-4751,Northstar Energy
PLT-UK-04,05-27-2026,4900007346,Petrol,20579,ltr,OPS-6951,Metro Industrial Fuels
PLT-IN-02,28.05.2026,4900007347,LPG,55564,Liters,OPS-5218,Delhi Gas Utility
PLT-DE-01,2026/05/29,4900007348,BioFuel-X,5931,Liters,OPS-4509,Metro Industrial Fuels
PLT-DE-01,05-30-2026,4900007349,Natural Gas,20403,Liters,OPS-6672,Delhi Gas Utility
PLT-IN-02,01.01.2026,4900007350,Petrol,33606,ltr,OPS-4950,Metro Industrial Fuels
PLT-UK-04,2026/01/02,4900007351,BioFuel-X,60775,Liters,OPS-6038,Metro Industrial Fuels
PLT-IN-02,01-03-2026,4900007352,BioFuel-X,27925,Liters,OPS-5371,Metro Industrial Fuels
PLT-IN-02,04.01.2026,4900007353,Diesel,42343,L,OPS-4037,Northstar Energy
PLT-DE-01,2026/01/05,4900007354,Petrol,57407,gal,OPS-4004,Metro Industrial Fuels
PLT-IN-02,01-06-2026,4900007355,LPG,62621,L,OPS-4122,Metro Industrial Fuels
PLT-SG-05,07.01.2026,4900007356,Diesel,11235,gal,OPS-5971,Northstar Energy
PLT-UK-04,2026/01/08,4900007357,LPG,51735,therm,OPS-6037,Northstar Energy
PLT-DE-01,01-09-2026,4900007358,BioFuel-X,62252,ltr,OPS-4490,Delhi Gas Utility
PLT-US-03,10.01.2026,4900007359,BioFuel-X,38038,ltr,OPS-5733,Delhi Gas Utility
PLT-IN-02,2026/01/11,4900007360,Petrol,6658,ltr,OPS-4807,Metro Industrial Fuels
PLT-US-03,01-12-2026,4900007361,Petrol,48771,ltr,OPS-6179,Metro Industrial Fuels
PLT-IN-02,13.01.2026,4900007362,Petrol,49825,therm,OPS-6987,ACME Fuels GmbH
PLT-DE-01,2026/01/14,4900007363,Diesel,62250,gal,OPS-6708,Metro Industrial Fuels
PLT-IN-02,01-15-2026,4900007364,LPG,23100,gal,OPS-5218,Metro Industrial Fuels
PLT-UK-04,16.01.2026,4900007365,Diesel,50644,Liters,OPS-4751,Metro Industrial Fuels
PLT-SG-05,2026/01/17,4900007366,LPG,11606,Liters,OPS-4838,Metro Industrial Fuels
PLT-SG-05,01-18-2026,4900007367,BioFuel-X,31053,L,OPS-4721,Metro Industrial Fuels
PLT-US-03,19.01.2026,4900007368,Petrol,43794,therm,OPS-4913,ACME Fuels GmbH
PLT-SG-05,2026/01/20,4900007369,Petrol,41778,L,OPS-5610,Metro Industrial Fuels
PLT-DE-01,01-21-2026,4900007370,BioFuel-X,28585,L,OPS-4822,Metro Industrial Fuels
PLT-DE-01,22.01.2026,4900007371,Petrol,19067,L,OPS-6780,ACME Fuels GmbH
PLT-DE-01,2026/01/23,4900007372,BioFuel-X,51016,Liters,OPS-6090,Metro Industrial Fuels
PLT-SG-05,01-24-2026,4900007373,Diesel,7320,Liters,OPS-4370,Delhi Gas Utility
PLT-UK-04,25.01.2026,4900007374,Natural Gas,47753,ltr,OPS-6475,Metro Industrial Fuels
PLT-UK-04,2026/01/26,4900007375,Natural Gas,47876,ltr,OPS-6439,Northstar Energy
PLT-UK-04,01-27-2026,4900007376,BioFuel-X,71369,therm,OPS-5920,ACME Fuels GmbH
PLT-US-03,28.01.2026,4900007377,LPG,43911,Liters,OPS-6427,ACME Fuels GmbH
PLT-IN-02,2026/01/29,4900007378,LPG,62204,L,OPS-6478,Metro Industrial Fuels
PLT-US-03,01-30-2026,4900007379,LPG,12645,Liters,OPS-4749,Metro Industrial Fuels
PLT-IN-02,31.01.2026,4900007380,LPG,1290,L,OPS-5012,Delhi Gas Utility
PLT-IN-02,2026/02/01,4900007381,BioFuel-X,13795,ltr,OPS-6086,Delhi Gas Utility
PLT-UK-04,02-02-2026,4900007382,Diesel,61780,Liters,OPS-4641,ACME Fuels GmbH
PLT-SG-05,03.02.2026,4900007383,LPG,32780,therm,OPS-5176,ACME Fuels GmbH
PLT-UK-04,2026/02/04,4900007384,Diesel,47197,therm,OPS-6839,Delhi Gas Utility
PLT-US-03,02-05-2026,4900007385,Natural Gas,8884,gal,OPS-6868,Northstar Energy
PLT-US-03,32/13/2026,4900007386,BioFuel-X,8323,gal,OPS-4348,Metro Industrial Fuels
PLT-US-03,2026/02/07,4900007387,LPG,57162,Liters,OPS-6457,Delhi Gas Utility
PLT-US-03,02-08-2026,4900007388,Petrol,20384,ltr,OPS-4531,Northstar Energy
PLT-DE-01,09.02.2026,4900007389,BioFuel-X,72974,therm,OPS-4798,ACME Fuels GmbH
PLT-SG-05,2026/02/10,4900007390,Natural Gas,19889,ltr,OPS-6491,Delhi Gas Utility
PLT-IN-02,02-11-2026,4900007391,LPG,30922,Liters,OPS-5797,Metro Industrial Fuels
PLT-IN-02,12.02.2026,4900007392,Petrol,13664,Liters,OPS-6451,Metro Industrial Fuels
PLT-IN-02,2026/02/13,4900007393,BioFuel-X,39413,therm,OPS-6155,Northstar Energy
PLT-UK-04,02-14-2026,4900007394,Petrol,65433,Liters,OPS-6768,Northstar Energy
PLT-UK-04,15.02.2026,4900007395,Natural Gas,42118,L,OPS-6129,Delhi Gas Utility
PLT-DE-01,2026/02/16,4900007396,LPG,13512,L,OPS-5447,ACME Fuels GmbH
PLT-DE-01,02-17-2026,4900007397,LPG,69037,gal,OPS-5966,Northstar Energy
PLT-US-03,18.02.2026,4900007398,Diesel,52887,Liters,OPS-6775,Northstar Energy
PLT-DE-01,2026/02/19,4900007399,Petrol,71213,L,OPS-6169,ACME Fuels GmbH
PLT-SG-05,02-20-2026,4900007400,LPG,14320,L,OPS-6787,Metro Industrial Fuels
PLT-UK-04,21.02.2026,4900007401,Petrol,63814,gal,OPS-5038,Metro Industrial Fuels
PLT-SG-05,2026/02/22,4900007402,Natural Gas,57098,L,OPS-5829,Metro Industrial Fuels
PLT-UK-04,02-23-2026,4900007403,Petrol,49454,ltr,OPS-5591,Northstar Energy
PLT-IN-02,24.02.2026,4900007404,Petrol,31800,ltr,OPS-5819,Metro Industrial Fuels
PLT-UK-04,2026/02/25,4900007405,Natural Gas,36291,gal,OPS-4813,Metro Industrial Fuels
PLT-UK-04,02-26-2026,4900007406,Natural Gas,19435,ltr,OPS-6056,ACME Fuels GmbH
PLT-DE-01,27.02.2026,4900007407,Natural Gas,9784,Liters,OPS-4895,Metro Industrial Fuels
PLT-SG-05,2026/02/28,4900007408,BioFuel-X,38083,ltr,OPS-5003,Northstar Energy
PLT-US-03,03-01-2026,4900007409,Natural Gas,41104,L,OPS-4472,Northstar Energy
PLT-DE-01,02.03.2026,4900007410,Petrol,1186,Liters,OPS-5938,Delhi Gas Utility
PLT-SG-05,2026/03/03,4900007411,BioFuel-X,54668,L,OPS-6627,Metro Industrial Fuels
PLT-DE-01,03-04-2026,4900007412,Petrol,21525,gal,OPS-5455,Metro Industrial Fuels
PLT-UK-04,05.03.2026,4900007413,BioFuel-X,59149,ltr,OPS-4065,Northstar Energy
PLT-SG-05,2026/03/06,4900007414,Diesel,15103,gal,OPS-5798,Northstar Energy
PLT-UK-04,03-07-2026,4900007415,BioFuel-X,63579,ltr,OPS-5494,Delhi Gas Utility
PLT-SG-05,08.03.2026,4900007416,Petrol,57881,gal,OPS-6146,Metro Industrial Fuels
PLT-SG-05,2026/03/09,4900007417,Petrol,39298,gal,OPS-6681,Northstar Energy
PLT-IN-02,03-10-2026,4900007418,Diesel,59384,L,OPS-6587,Northstar Energy
PLT-SG-05,11.03.2026,4900007419,BioFuel-X,34449,Liters,OPS-4264,Metro Industrial Fuels
PLT-US-03,2026/03/12,4900007420,Natural Gas,31921,gal,OPS-5388,Metro Industrial Fuels
PLT-UK-04,03-13-2026,4900007421,BioFuel-X,32945,therm,OPS-5137,Delhi Gas Utility
PLT-DE-01,14.03.2026,4900007422,Natural Gas,57536,ltr,OPS-4910,Northstar Energy
PLT-UK-04,2026/03/15,4900007423,Petrol,67580,therm,OPS-5570,ACME Fuels GmbH
PLT-SG-05,03-16-2026,4900007424,LPG,10717,gal,OPS-5921,Northstar Energy
PLT-SG-05,17.03.2026,4900007425,LPG,48980,therm,OPS-4904,Delhi Gas Utility
PLT-DE-01,2026/03/18,4900007426,Diesel,24612,gal,OPS-4244,Northstar Energy
PLT-US-03,03-19-2026,4900007427,Petrol,1661,Liters,OPS-4464,Metro Industrial Fuels
PLT-US-03,20.03.2026,4900007428,LPG,30211,therm,OPS-5492,Northstar Energy
PLT-SG-05,2026/03/21,4900007429,Diesel,4298,Liters,OPS-6341,Delhi Gas Utility
PLT-IN-02,03-22-2026,4900007430,Petrol,36389,Liters,OPS-5674,Delhi Gas Utility
PLT-IN-02,23.03.2026,4900007431,Natural Gas,61568,L,OPS-6498,Delhi Gas Utility
PLT-UK-04,2026/03/24,4900007432,Petrol,32419,L,OPS-4969,Delhi Gas Utility
PLT-US-03,03-25-2026,4900007433,LPG,48790,ltr,OPS-5934,Northstar Energy
PLT-SG-05,26.03.2026,4900007434,BioFuel-X,71051,L,OPS-4640,Delhi Gas Utility
PLT-UK-04,2026/03/27,4900007435,Diesel,15783,gal,OPS-6151,Metro Industrial Fuels
PLT-US-03,03-28-2026,4900007436,BioFuel-X,73468,therm,OPS-6065,Delhi Gas Utility
PLT-UK-04,29.03.2026,4900007437,BioFuel-X,62452,ltr,OPS-5013,ACME Fuels GmbH
PLT-IN-02,2026/03/30,4900007438,LPG,61504,therm,OPS-6626,Delhi Gas Utility
PLT-UK-04,03-31-2026,4900007439,Diesel,57373,therm,OPS-6331,Metro Industrial Fuels
PLT-SG-05,01.04.2026,4900007440,Petrol,74680,therm,OPS-5372,ACME Fuels GmbH
PLT-US-03,2026/04/02,4900007441,Petrol,7291,Liters,OPS-6710,ACME Fuels GmbH
PLT-SG-05,04-03-2026,4900007442,BioFuel-X,58205,ltr,OPS-4643,ACME Fuels GmbH
PLT-UK-04,04.04.2026,4900007443,LPG,10757,L,OPS-4947,Delhi Gas Utility
PLT-US-03,2026/04/05,4900007444,Natural Gas,19391,therm,OPS-5837,Delhi Gas Utility
PLT-UK-04,04-06-2026,4900007445,Natural Gas,45352,Liters,OPS-4064,Northstar Energy
PLT-US-03,07.04.2026,4900007446,BioFuel-X,39933,L,OPS-6047,ACME Fuels GmbH
PLT-UK-04,2026/04/08,4900007447,Petrol,8921,therm,OPS-4832,Metro Industrial Fuels
PLT-US-03,04-09-2026,4900007448,LPG,21623,Liters,OPS-4370,Metro Industrial Fuels
PLT-SG-05,10.04.2026,4900007449,Petrol,4545,gal,OPS-4029,Metro Industrial Fuels
PLT-IN-02,2026/04/11,4900007450,LPG,43216,Liters,OPS-4009,Northstar Energy
PLT-US-03,04-12-2026,4900007451,LPG,25713,therm,OPS-6566,Metro Industrial Fuels
PLT-SG-05,13.04.2026,4900007452,Natural Gas,18653,therm,OPS-6536,Northstar Energy
PLT-DE-01,2026/04/14,4900007453,Petrol,4406,therm,OPS-4336,Delhi Gas Utility
PLT-SG-05,04-15-2026,4900007454,BioFuel-X,6006,therm,OPS-5836,Delhi Gas Utility
PLT-SG-05,16.04.2026,4900007455,Diesel,8546,ltr,OPS-5300,Metro Industrial Fuels
PLT-SG-05,2026/04/17,4900007456,BioFuel-X,71813,ltr,OPS-4115,Delhi Gas Utility
PLT-US-03,04-18-2026,4900007457,Natural Gas,63423,gal,OPS-5842,Delhi Gas Utility
PLT-SG-05,19.04.2026,4900007458,Natural Gas,14682,Liters,OPS-5270,ACME Fuels GmbH
PLT-DE-01,2026/04/20,4900007459,BioFuel-X,29239,therm,OPS-4988,ACME Fuels GmbH
PLT-SG-05,04-21-2026,4900007460,Diesel,55900,ltr,OPS-6167,Northstar Energy
PLT-DE-01,22.04.2026,4900007461,BioFuel-X,69609,ltr,OPS-6290,Northstar Energy
PLT-UK-04,2026/04/23,4900007462,LPG,65829,ltr,OPS-4506,Metro Industrial Fuels
PLT-IN-02,04-24-2026,4900007463,LPG,58120,ltr,OPS-5616,Metro Industrial Fuels
PLT-DE-01,25.04.2026,4900007464,BioFuel-X,44086,therm,OPS-5944,Metro Industrial Fuels
PLT-SG-05,2026/04/26,4900007465,Petrol,48729,Liters,OPS-5838,Delhi Gas Utility
PLT-DE-01,04-27-2026,4900007466,Diesel,42929,Liters,OPS-5304,Metro Industrial Fuels
PLT-US-03,28.04.2026,4900007467,Diesel,63146,ltr,OPS-5202,ACME Fuels GmbH
PLT-SG-05,2026/04/29,4900007468,LPG,23490,Liters,OPS-6056,ACME Fuels GmbH
PLT-US-03,04-30-2026,4900007469,Petrol,3430,gal,OPS-6165,Metro Industrial Fuels
PLT-US-03,01.05.2026,4900007470,BioFuel-X,19874,ltr,OPS-6063,Northstar Energy
PLT-IN-02,2026/05/02,4900007471,Diesel,47208,therm,OPS-6156,ACME Fuels GmbH
PLT-DE-01,05-03-2026,4900007472,Diesel,20093,Liters,OPS-5172,ACME Fuels GmbH
PLT-UK-04,04.05.2026,4900007473,Petrol,48526,L,OPS-6375,Delhi Gas Utility
PLT-UK-04,2026/05/05,4900007474,Diesel,15377,therm,OPS-6142,ACME Fuels GmbH
PLT-DE-01,05-06-2026,4900007475,Petrol,56164,L,OPS-6601,Northstar Energy
PLT-DE-01,07.05.2026,4900007476,Natural Gas,50172,therm,OPS-6653,Northstar Energy
PLT-UK-04,2026/05/08,4900007477,Petrol,2231,Liters,OPS-4184,ACME Fuels GmbH
PLT-US-03,05-09-2026,4900007478,LPG,5480,Liters,OPS-5232,ACME Fuels GmbH
PLT-IN-02,10.05.2026,4900007479,Natural Gas,72628,gal,OPS-6564,Metro Industrial Fuels
PLT-SG-05,2026/05/11,4900007480,LPG,3078,therm,OPS-6792,ACME Fuels GmbH
PLT-SG-05,05-12-2026,4900007481,Petrol,50437,Liters,OPS-6555,Delhi Gas Utility
PLT-US-03,13.05.2026,4900007482,LPG,43570,therm,OPS-4166,Delhi Gas Utility
PLT-SG-05,2026/05/14,4900007483,Natural Gas,51658,ltr,OPS-5652,Northstar Energy
PLT-IN-02,05-15-2026,4900007484,Petrol,63913,ltr,OPS-5486,Northstar Energy
PLT-UK-04,16.05.2026,4900007485,Diesel,66895,L,OPS-6146,Delhi Gas Utility
PLT-DE-01,2026/05/17,4900007486,Petrol,30945,Liters,OPS-6633,Delhi Gas Utility
PLT-SG-05,05-18-2026,4900007487,BioFuel-X,34211,Liters,OPS-5644,Delhi Gas Utility
PLT-DE-01,19.05.2026,4900007488,Petrol,4666,L,OPS-5462,Delhi Gas Utility
PLT-US-03,2026/05/20,4900007489,LPG,71978,L,OPS-6227,Metro Industrial Fuels
PLT-US-03,05-21-2026,4900007490,Diesel,65037,ltr,OPS-5235,ACME Fuels GmbH
PLT-UK-04,22.05.2026,4900007491,Diesel,49395,L,OPS-6312,Metro Industrial Fuels
PLT-UK-04,2026/05/23,4900007492,Diesel,27674,L,OPS-6416,ACME Fuels GmbH
PLT-SG-05,05-24-2026,4900007493,LPG,52216,therm,OPS-4420,Delhi Gas Utility
PLT-SG-05,25.05.2026,4900007494,Petrol,2385,ltr,OPS-5555,ACME Fuels GmbH
PLT-DE-01,2026/05/26,4900007495,Petrol,23725,gal,OPS-4223,ACME Fuels GmbH
PLT-US-03,05-27-2026,4900007496,Petrol,49991,Liters,OPS-5674,Metro Industrial Fuels
PLT-UK-04,28.05.2026,4900007497,Natural Gas,20164,Liters,OPS-4457,Delhi Gas Utility
PLT-UK-04,2026/05/29,4900007498,Diesel,45817,ltr,OPS-4521,Metro Industrial Fuels
PLT-SG-05,05-30-2026,4900007499,BioFuel-X,52797,gal,OPS-5616,Delhi Gas Utility
PLT-US-03,01.01.2026,4900007500,BioFuel-X,21257,gal,OPS-6616,Northstar Energy
PLT-US-03,2026/01/02,4900007501,Diesel,64050,Liters,OPS-6274,ACME Fuels GmbH
PLT-SG-05,01-03-2026,4900007502,BioFuel-X,73983,gal,OPS-4490,Metro Industrial Fuels
PLT-DE-01,04.01.2026,4900007503,Petrol,30398,ltr,OPS-6031,ACME Fuels GmbH
PLT-US-03,2026/01/05,4900007504,Natural Gas,55664,L,OPS-5567,ACME Fuels GmbH
PLT-UK-04,01-06-2026,4900007505,Diesel,34791,Liters,OPS-5709,Northstar Energy
PLT-US-03,07.01.2026,4900007506,Diesel,4885,Liters,OPS-5515,Delhi Gas Utility
PLT-US-03,2026/01/08,4900007507,Petrol,56429,Liters,OPS-6794,Delhi Gas Utility
PLT-US-03,01-09-2026,4900007508,Petrol,54325,gal,OPS-5052,ACME Fuels GmbH
PLT-UK-04,10.01.2026,4900007509,LPG,15058,ltr,OPS-4182,Northstar Energy
PLT-UK-04,2026/01/11,4900007510,Natural Gas,66370,therm,OPS-4085,Delhi Gas Utility
PLT-UK-04,01-12-2026,4900007511,Natural Gas,71822,ltr,OPS-6433,Metro Industrial Fuels
PLT-US-03,13.01.2026,4900007512,Natural Gas,42682,ltr,OPS-5946,Metro Industrial Fuels
PLT-US-03,2026/01/14,4900007513,Diesel,368,therm,OPS-5273,Metro Industrial Fuels
PLT-DE-01,01-15-2026,4900007514,Natural Gas,34329,Liters,OPS-5783,ACME Fuels GmbH
PLT-IN-02,16.01.2026,4900007515,Petrol,24997,Liters,OPS-4634,Northstar Energy
PLT-UK-04,2026/01/17,4900007516,Diesel,46347,Liters,OPS-6281,Delhi Gas Utility
PLT-IN-02,01-18-2026,4900007517,Diesel,18842,therm,OPS-4851,Northstar Energy
PLT-US-03,19.01.2026,4900007518,Diesel,16156,Liters,OPS-4036,Northstar Energy
PLT-US-03,2026/01/20,4900007519,Natural Gas,35854,ltr,OPS-5971,Northstar Energy
PLT-UK-04,01-21-2026,4900007520,LPG,918,Liters,OPS-6061,ACME Fuels GmbH
PLT-SG-05,22.01.2026,4900007521,Natural Gas,66969,Liters,OPS-6855,ACME Fuels GmbH
PLT-UK-04,2026/01/23,4900007522,Diesel,57538,ltr,OPS-4619,Metro Industrial Fuels
PLT-US-03,01-24-2026,4900007523,Diesel,24710,ltr,OPS-6835,Delhi Gas Utility
PLT-SG-05,25.01.2026,4900007524,Diesel,27823,therm,OPS-5016,Delhi Gas Utility
PLT-IN-02,2026/01/26,4900007525,BioFuel-X,53358,therm,OPS-5013,Delhi Gas Utility
PLT-IN-02,01-27-2026,4900007526,BioFuel-X,20320,therm,OPS-5831,Metro Industrial Fuels
PLT-UK-04,28.01.2026,4900007527,LPG,57586,Liters,OPS-5375,ACME Fuels GmbH
PLT-SG-05,2026/01/29,4900007528,BioFuel-X,38440,therm,OPS-6622,Metro Industrial Fuels
PLT-IN-02,01-30-2026,4900007529,LPG,38614,gal,OPS-5185,Northstar Energy
PLT-IN-02,31.01.2026,4900007530,BioFuel-X,25462,L,OPS-6002,Northstar Energy
PLT-UK-04,2026/02/01,4900007531,BioFuel-X,64918,ltr,OPS-6066,Northstar Energy
PLT-IN-02,02-02-2026,4900007532,BioFuel-X,649,Liters,OPS-6658,Metro Industrial Fuels
PLT-IN-02,03.02.2026,4900007533,Natural Gas,57608,gal,OPS-4130,Delhi Gas Utility
PLT-DE-01,2026/02/04,4900007534,Natural Gas,9964,therm,OPS-4439,Metro Industrial Fuels
PLT-DE-01,02-05-2026,4900007535,Petrol,59056,gal,OPS-4996,Northstar Energy
PLT-SG-05,06.02.2026,4900007536,LPG,5454,ltr,OPS-4907,Delhi Gas Utility
PLT-US-03,2026/02/07,4900007537,Diesel,26225,L,OPS-6097,ACME Fuels GmbH
PLT-UK-04,02-08-2026,4900007538,Petrol,13865,therm,OPS-6214,ACME Fuels GmbH
PLT-UK-04,09.02.2026,4900007539,Natural Gas,20696,ltr,OPS-6202,ACME Fuels GmbH
PLT-IN-02,2026/02/10,4900007540,LPG,15678,gal,OPS-6164,Northstar Energy
PLT-DE-01,02-11-2026,4900007541,Petrol,25471,L,OPS-5130,Delhi Gas Utility
PLT-SG-05,12.02.2026,4900007542,Diesel,73891,therm,OPS-5472,Metro Industrial Fuels
PLT-DE-01,2026/02/13,4900007543,Petrol,32302,Liters,OPS-6374,ACME Fuels GmbH
PLT-UK-04,02-14-2026,4900007544,Diesel,2866,therm,OPS-6048,Metro Industrial Fuels
PLT-UK-04,15.02.2026,4900007545,Petrol,24082,ltr,OPS-4244,Northstar Energy
PLT-IN-02,2026/02/16,4900007546,BioFuel-X,52108,L,OPS-6674,Delhi Gas Utility
PLT-UK-04,02-17-2026,4900007547,LPG,18865,Liters,OPS-6617,Delhi Gas Utility
PLT-DE-01,18.02.2026,4900007548,LPG,19003,Liters,OPS-6852,Delhi Gas Utility
PLT-IN-02,2026/02/19,4900007549,Petrol,55920,L,OPS-4176,Metro Industrial Fuels
PLT-DE-01,02-20-2026,4900007550,LPG,16482,L,OPS-5184,ACME Fuels GmbH
PLT-UK-04,21.02.2026,4900007551,LPG,10193,Liters,OPS-6383,Metro Industrial Fuels
PLT-IN-02,2026/02/22,4900007552,LPG,2364,therm,OPS-6144,ACME Fuels GmbH
PLT-SG-05,02-23-2026,4900007553,BioFuel-X,4921,gal,OPS-6631,Northstar Energy
PLT-SG-05,24.02.2026,4900007554,BioFuel-X,24158,therm,OPS-5713,Northstar Energy
PLT-IN-02,2026/02/25,4900007555,BioFuel-X,6553,gal,OPS-6262,ACME Fuels GmbH
PLT-IN-02,02-26-2026,4900007556,Diesel,51342,gal,OPS-5191,ACME Fuels GmbH
PLT-UK-04,27.02.2026,4900007557,Natural Gas,58052,ltr,OPS-4220,Metro Industrial Fuels
PLT-IN-02,2026/02/28,4900007558,LPG,10897,Liters,OPS-4073,Delhi Gas Utility
PLT-IN-02,03-01-2026,4900007559,Diesel,1362,gal,OPS-4213,Northstar Energy
PLT-UK-04,02.03.2026,4900007560,Diesel,51319,ltr,OPS-5975,ACME Fuels GmbH
PLT-UK-04,2026/03/03,4900007561,Petrol,23285,Liters,OPS-6103,Northstar Energy
PLT-SG-05,03-04-2026,4900007562,LPG,58886,gal,OPS-6169,Delhi Gas Utility
PLT-IN-02,05.03.2026,4900007563,BioFuel-X,8322,ltr,OPS-4935,ACME Fuels GmbH
PLT-IN-02,2026/03/06,4900007564,LPG,43326,ltr,OPS-4848,Delhi Gas Utility
PLT-UK-04,03-07-2026,4900007565,Natural Gas,17768,gal,OPS-5343,Northstar Energy
PLT-US-03,08.03.2026,4900007566,LPG,4922,L,OPS-6747,Delhi Gas Utility
PLT-UK-04,2026/03/09,4900007567,Petrol,72227,Liters,OPS-5194,Delhi Gas Utility
PLT-SG-05,03-10-2026,4900007568,BioFuel-X,11232,gal,OPS-5275,Northstar Energy
PLT-SG-05,11.03.2026,4900007569,Diesel,35212,therm,OPS-4235,Metro Industrial Fuels
PLT-UK-04,2026/03/12,4900007570,Natural Gas,22817,Liters,OPS-5637,Metro Industrial Fuels
PLT-UK-04,03-13-2026,4900007571,Petrol,68632,ltr,OPS-5472,Northstar Energy
PLT-US-03,14.03.2026,4900007572,LPG,2287,Liters,OPS-4999,Metro Industrial Fuels
PLT-DE-01,2026/03/15,4900007573,BioFuel-X,47349,L,OPS-5903,ACME Fuels GmbH
PLT-DE-01,03-16-2026,4900007574,BioFuel-X,7155,ltr,OPS-4593,ACME Fuels GmbH
